GTR3 dataset FFT analysis.

File name | Correct chord | Prediction info (chord prediction, threshold, detected notes, strong note)

Am_AcusticPlug26_1.wav Amin ['Amin', 0.46, {'A', 'C', 'E'}, 'E']
Dm_Classic2_Carolina_3.wav Dmin ['Dmin', 0.8, {'F', 'A', 'D'}, 'A']
Dm_Classic2_Carolina_4.wav Dmin ['Dmin', 0.64, {'F', 'A', 'D'}, 'A']
Dm_Classic3_Carolina_1.wav Dmin ['Dmin', 0.43, {'F', 'A', 'D'}, 'A']
Dm_Classic3_Carolina_2.wav Dmin ['Dmin', 0.46, {'F', 'A', 'D'}, 'A']
Dm_Classic3_Carolina_3.wav Dmin ['A', 0.24, {'Bb', 'A', 'D'}, 'A']
Dm_Classic3_Carolina_4.wav Dmin ['Dmin', 0.26, {'F', 'A', 'D'}, 'A']
Dm_ClassicA_Miguel_1.wav Dmin ['Dmin', 0.06, {'F', 'A', 'D'}, 'D']
Dm_ClassicA_Miguel_2.wav Dmin ['Dmin', 0.32, {'F', 'A', 'D'}, 'D']
Dm_ClassicA_Miguel_3.wav Dmin ['Dsus2', 0.48, {'E', 'A', 'D'}, 'D']
Dm_ClassicA_Miguel_4.wav Dmin ['Dmin', 0.1, {'F', 'A', 'D'}, 'D']
Dm_ClassicCleanGB_1.wav Dmin ['Dmaj', 0.48, {'Gb', 'A', 'D'}, 'D']
Dm_ClassicCleanGB_2.wav Dmin ['Dmaj', 0.52, {'Gb', 'A', 'D'}, 'A']
Dm_ClassicCleanGB_3.wav Dmin ['A', 0.51, {'Db', 'A', 'D'}, 'A']
Dm_ClassicCleanGB_4.wav Dmin ['Dmaj', 0.54, {'Gb', 'A', 'D'}, 'A']
Dm_Classic_Jegundo_1.wav Dmin ['Dmin', 0.36, {'F', 'A', 'D'}, 'A']
Dm_Classic_Jegundo_2.wav Dmin ['Dmin', 0.28, {'F', 'A', 'D'}, 'A']
Dm_Classic_Jegundo_3.wav Dmin ['Dmin', 0.24, {'F', 'A', 'D'}, 'A']
Dm_Classic_Jegundo_4.wav Dmin ['Dmin', 0.34, {'F', 'A', 'D'}, 'A']
Dm_Classic_Miguel_1.wav Dmin ['Dmin', 0.43, {'F', 'A', 'D'}, 'D']
Dm_Classic_Miguel_2.wav Dmin ['Dmin', 0.23, {'F', 'A', 'D'}, 'D']
Dm_Classic_Miguel_3.wav Dmin ['Dmin', 0.15, {'F', 'A', 'D'}, 'D']
Dm_Classic_Miguel_4.wav Dmin ['Dmin', 0.29, {'F', 'A', 'D'}, 'D']
Dm_Classic_Simona_1.wav Dmin ['Dmin', 0.32, {'F', 'A', 'D'}, 'D']
Dm_Classic_Simona_2.wav Dmin ['Dmin', 0.3, {'F', 'A', 'D'}, 'A']
Dm_Classic_Simona_3.wav Dmin ['Dmin', 0.29, {'F', 'A', 'D'}, 'D']
Dm_Classic_Simona_4.wav Dmin ['Dmin', 0.4, {'F', 'A', 'D'}, 'D']
Dm_Electric_Fabi_1.wav Dmin ['Dmaj', 0.3, {'Gb', 'A', 'D'}, 'D']
Dm_Electric_Fabi_2.wav Dmin ['Dmin', 0.15, {'F', 'A', 'D'}, 'D']
Dm_Electric_Fabi_3.wav Dmin ['Dmin', 0.36, {'F', 'A', 'D'}, 'D']
Dm_Electric_Fabi_4.wav Dmin ['Dmaj', 0.35, {'Gb', 'A', 'D'}, 'D']
Dm_RetroGB_JO_1.wav Dmin ['F', 0.7, {'F', 'G', 'E'}, 'F']
Dm_RetroGB_JO_2.wav Dmin ['G', 0.31, {'G', 'A', 'E'}, 'G']
Dm_RetroGB_JO_3.wav Dmin ['D', 0.5, {'G', 'D', 'E'}, 'D']
Dm_RetroGB_JO_4.wav Dmin ['Dmin', 0.36, {'F', 'A', 'D'}, 'D']
Dm_RockGB_JO_1.wav Dmin ['Dmin', 0.35, {'F', 'A', 'D'}, 'D']
Dm_RockGB_JO_2.wav Dmin ['Dsus2', 0.32, {'E', 'A', 'D'}, 'D']
Dm_RockGB_JO_3.wav Dmin ['Dsus2', 0.23, {'E', 'A', 'D'}, 'D']
Dm_RockGB_JO_4.wav Dmin ['Dmin', 0.42, {'F', 'A', 'D'}, 'D']
Dm_RootsGB_JO_1.wav Dmin ['Dmin', 0.21, {'F', 'A', 'D'}, 'A']
Dm_RootsGB_JO_2.wav Dmin ['Dmin', 0.18, {'F', 'A', 'D'}, 'A']
Dm_RootsGB_JO_3.wav Dmin ['Dmin', 0.11, {'F', 'A', 'D'}, 'A']
Dm_RootsGB_JO_4.wav Dmin ['Dmin', 0.63, {'F', 'A', 'D'}, 'D']
Dm_acousticguitar_Mari_1.wav Dmin ['Dsus2', 0.12, {'E', 'A', 'D'}, 'A']
Dm_acousticguitar_Mari_2.wav Dmin ['Dsus2', 0.32, {'E', 'A', 'D'}, 'A']
Dm_acousticguitar_Mari_3.wav Dmin ['Dsus2', 0.15, {'Bb', 'E', 'A', 'D'}, 'A']
Dm_acousticguitar_Mari_4.wav Dmin ['D', 0.32, {'Bb', 'A', 'D'}, 'D']
Dm_acousticguitar_SalomAndrade_1.wav Dmin ['Dsus2', 0.36, {'E', 'A', 'D'}, 'A']
Dm_acousticguitar_SalomAndrade_2.wav Dmin ['B', 0.71, {'B', 'A', 'D'}, 'B']
Dm_acousticguitar_SalomAndrade_3.wav Dmin ['Dsus2', 0.89, {'E', 'A', 'D'}, 'A']
Dm_acousticguitar_SalomAndrade_4.wav Dmin ['Amin', 0.61, {'A', 'C', 'E'}, 'A']
Dm_acusticGB_JO_1.wav Dmin ['Dmin', 0.78, {'F', 'A', 'D'}, 'D']
Dm_acusticGB_JO_2.wav Dmin ['Dmin', 0.56, {'F', 'A', 'D'}, 'D']
Dm_acusticGB_JO_3.wav Dmin ['Dmin', 0.84, {'F', 'A', 'D'}, 'D']
Dm_acusticGB_JO_4.wav Dmin ['Dmin', 0.56, {'F', 'A', 'D'}, 'F']
Dm_classical_AfonsoLemos_-01.wav Dmin ['Dmin', 0.4, {'F', 'A', 'D'}, 'D']
Dm_classical_AfonsoLemos_-02.wav Dmin ['Dmin', 0.34, {'F', 'A', 'D'}, 'D']
Dm_classical_AfonsoLemos_-03.wav Dmin ['Dsus4', 0.19, {'G', 'A', 'D'}, 'D']
Dm_classical_AfonsoLemos_-04.wav Dmin ['Dmin', 0.56, {'F', 'A', 'D'}, 'D']
Dm_classical_henrique_1.wav Dmin ['Dmin', 0.33, {'F', 'A', 'D'}, 'D']
Dm_classical_henrique_2.wav Dmin ['D', 0.08, {'Bb', 'A', 'D'}, 'D']
Dm_classical_henrique_3.wav Dmin ['Dmin', 0.22, {'F', 'A', 'D'}, 'D']
Dm_classical_henrique_4.wav Dmin ['Dmin', 0.34, {'F', 'A', 'D'}, 'D']
Dm_electric_Isabel_1.wav Dmin ['Dsus2', 0.58, {'E', 'A', 'D'}, 'A']
Dm_electric_Isabel_2.wav Dmin ['Dsus2', 0.55, {'E', 'A', 'D'}, 'A']
Dm_electric_Isabel_3.wav Dmin ['Dsus2', 0.47, {'E', 'A', 'D'}, 'A']
Dm_electric_Isabel_4.wav Dmin ['Dsus2', 0.44, {'E', 'A', 'D'}, 'A']
Dm_eletricguitar_Mari_1.wav Dmin ['Dsus2', 0.59, {'A', 'D', 'E'}, 'A']
Dm_eletricguitar_Mari_2.wav Dmin ['Dmin', 0.79, {'F', 'A', 'D'}, 'F']
Dm_eletricguitar_Mari_3.wav Dmin ['Dmin', 0.77, {'F', 'A', 'D'}, 'D']
Dm_eletricguitar_Mari_4.wav Dmin ['F', 0.46, {'F', 'C', 'D'}, 'F']
Em_AcusticPlug26_1.wav Emin ['Emin', 0.29, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug26_2.wav Emin ['Emin', 0.27, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug26_3.wav Emin ['Emin', 0.34, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug26_4.wav Emin ['Emin', 0.41, {'B', 'G', 'E'}, 'E']
Em_AcusticPlug27_1.wav Emin ['Emin', 0.12, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug27_2.wav Emin ['Emin', 0.11, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug27_3.wav Emin ['B', 0.11, {'B', 'C', 'E'}, 'B']
Em_AcusticPlug27_4.wav Emin ['Cmaj', 0.38, {'B', 'G', 'C', 'E'}, 'E']
Em_AcusticPlug28_1.wav Emin ['B', 0.09, {'B', 'D', 'E'}, 'B']
Em_AcusticPlug28_2.wav Emin ['Emin', 0.07, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug28_3.wav Emin ['Esus4', 0.08, {'B', 'A', 'C', 'E'}, 'B']
Em_AcusticPlug28_4.wav Emin ['B', 0.36, {'B', 'D', 'E'}, 'B']
Em_AcusticPlug29_1.wav Emin ['Esus2', 0.17, {'B', 'Gb', 'E'}, 'B']
Em_AcusticPlug29_2.wav Emin ['Emin', 0.13, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug29_3.wav Emin ['Emin', 0.15, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug29_4.wav Emin ['Esus2', 0.49, {'B', 'Gb', 'E'}, 'B']
Em_AcusticPlug30_1.wav Emin ['Esus2', 0.45, {'B', 'Gb', 'E'}, 'B']
Em_AcusticPlug30_2.wav Emin ['Emin', 0.34, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug30_3.wav Emin ['Emin', 0.4, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug30_4.wav Emin ['Esus2', 0.44, {'B', 'Gb', 'E'}, 'E']
Em_AcusticVince_JO_1.wav Emin ['Emin', 0.41, {'B', 'G', 'E'}, 'B']
Em_AcusticVince_JO_2.wav Emin ['Gmaj', 0.37, {'B', 'G', 'D'}, 'G']
Em_AcusticVince_JO_3.wav Emin ['Emin', 0.39, {'B', 'G', 'E'}, 'B']
Em_AcusticVince_JO_4.wav Emin ['Emin', 0.56, {'B', 'G', 'E'}, 'E']
Em_ClassicVince_JO_1.wav Emin ['Emin', 0.45, {'B', 'G', 'E'}, 'B']
Em_ClassicVince_JO_2.wav Emin ['Emin', 0.83, {'B', 'G', 'E'}, 'G']
Em_ClassicVince_JO_3.wav Emin ['Emin', 0.34, {'B', 'G', 'E'}, 'B']
Em_ClassicVince_JO_4.wav Emin ['Emin', 0.38, {'B', 'G', 'E'}, 'B']
Em_Classic_Jo_1.wav Emin ['Emin', 0.28, {'B', 'G', 'E'}, 'B']
Em_Classic_Jo_2.wav Emin ['Emin', 0.43, {'B', 'G', 'E'}, 'B']
Em_Classic_Jo_3.wav Emin ['Emin', 0.41, {'B', 'G', 'E'}, 'B']
Em_Classic_Jo_4.wav Emin ['Emin', 0.59, {'B', 'G', 'E'}, 'B']
Em_Electric1_LInda_1.wav Emin ['B', 0.52, {'B', 'A', 'Eb'}, 'B']
Em_Electric1_LInda_2.wav Emin ['B', 0.7, {'B', 'F', 'E'}, 'B']
Em_Electric1_LInda_3.wav Emin ['B', 0.84, {'B', 'A', 'Eb'}, 'B']
Em_Electric1_LInda_4.wav Emin ['Emaj', 0.16, {'B', 'Ab', 'E'}, 'B']
Em_Electric2_LInda_1..wav Emin ['A', 0.65, {'B', 'A', 'Eb'}, 'A']
Em_Electric2_LInda_2.wav Emin ['A', 0.68, {'Ab', 'A', 'Eb'}, 'A']
Em_Electric2_LInda_3.wav Emin ['Eb', 0.8, {'Ab', 'A', 'Eb'}, 'Eb']
Em_Electric2_LInda_4..wav Emin ['Eb', 0.52, {'Ab', 'A', 'Eb'}, 'Eb']
Em_AcousticGuitar_RodrigoMercador_1.wav Emin ['Emin', 0.59, {'B', 'G', 'E'}, 'B']
Em_AcousticGuitar_RodrigoMercador_2.wav Emin ['Emin', 0.67, {'B', 'G', 'E'}, 'B']
Em_AcousticGuitar_RodrigoMercador_3.wav Emin ['Emin', 0.95, {'B', 'G', 'E'}, 'G']
Em_AcousticGuitar_RodrigoMercador_4.wav Emin ['Emin', 0.41, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug10_1.wav Emin ['B', 0.31, {'Bb', 'B', 'D'}, 'B']
Em_AcusticPlug10_2.wav Emin ['B', 0.2, {'Bb', 'B', 'A'}, 'B']
Em_AcusticPlug10_3.wav Emin ['Esus4', 0.27, {'B', 'A', 'E'}, 'B']
Em_AcusticPlug10_4.wav Emin ['Bb', 0.5, {'Bb', 'B', 'D'}, 'Bb']
Em_AcusticPlug11_1.wav Emin ['B', 0.36, {'Bb', 'B', 'D'}, 'B']
Em_AcusticPlug11_2.wav Emin ['B', 0.22, {'Bb', 'B', 'A'}, 'B']
Em_AcusticPlug11_3.wav Emin ['B', 0.31, {'B', 'A', 'D'}, 'B']
Em_AcusticPlug11_4.wav Emin ['Bb', 0.66, {'Bb', 'A', 'D'}, 'Bb']
Em_AcusticPlug12_1.wav Emin ['Bb', 0.81, {'Bb', 'B', 'D'}, 'Bb']
Em_AcusticPlug12_2.wav Emin ['B', 0.62, {'B', 'A', 'C'}, 'B']
Em_AcusticPlug12_3.wav Emin ['B', 0.77, {'B', 'A', 'C'}, 'B']
Em_AcusticPlug12_4.wav Emin ['Bb', 0.64, {'Bb', 'C', 'D'}, 'Bb']
Em_AcusticPlug13_1.wav Emin ['B', 0.36, {'B', 'D', 'E'}, 'B']
Em_AcusticPlug13_2.wav Emin ['B', 0.35, {'B', 'D', 'E'}, 'B']
Em_AcusticPlug13_3.wav Emin ['B', 0.49, {'B', 'D', 'E'}, 'B']
Em_AcusticPlug13_4.wav Emin ['Dsus2', 0.56, {'A', 'D', 'E'}, 'E']
Em_AcusticPlug14_1.wav Emin ['Emin', 0.12, {'Bb', 'B', 'G', 'E'}, 'B']
Em_AcusticPlug14_2.wav Emin ['Emin', 0.11, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug14_3.wav Emin ['Esus4', 0.1, {'B', 'A', 'E'}, 'B']
Em_AcusticPlug14_4.wav Emin ['E', 0.49, {'Bb', 'B', 'E'}, 'E']
Em_AcusticPlug15_1.wav Emin ['Emin', 0.06, {'Bb', 'B', 'G', 'E'}, 'B']
Em_AcusticPlug15_2.wav Emin ['Emin', 0.05, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug15_3.wav Emin ['B', 0.06, {'B', 'C', 'E'}, 'B']
Em_AcusticPlug15_4.wav Emin ['E', 0.45, {'Bb', 'B', 'E'}, 'E']
Em_AcusticPlug16_1.wav Emin ['B', 0.3, {'B', 'D', 'E'}, 'B']
Em_AcusticPlug16_2.wav Emin ['B', 0.22, {'B', 'D', 'E'}, 'B']
Em_AcusticPlug16_3.wav Emin ['B', 0.37, {'B', 'D', 'E'}, 'B']
Em_AcusticPlug16_4.wav Emin ['E', 0.58, {'B', 'D', 'E'}, 'E']
Em_AcusticPlug17_1.wav Emin ['Emin', 0.12, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug17_2.wav Emin ['Emin', 0.1, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug17_3.wav Emin ['Emin', 0.14, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug17_4.wav Emin ['E', 0.46, {'B', 'C', 'E'}, 'E']
Em_AcusticPlug18_1.wav Emin ['B', 0.11, {'Bb', 'B', 'E'}, 'B']
Em_AcusticPlug18_2.wav Emin ['Emin', 0.11, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug18_3.wav Emin ['B', 0.1, {'B', 'C', 'E'}, 'B']
Em_AcusticPlug18_4.wav Emin ['Emin', 0.37, {'B', 'G', 'E'}, 'E']
Em_AcusticPlug19_1.wav Emin ['Emin', 0.29, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug19_2.wav Emin ['Emin', 0.27, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug19_3.wav Emin ['Emin', 0.34, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug19_4.wav Emin ['Emin', 0.44, {'B', 'G', 'E'}, 'E']
Em_AcusticPlug1_1.wav Emin ['D', 0.77, {'Bb', 'B', 'D'}, 'D']
Em_AcusticPlug1_2.wav Emin ['Dsus2', 0.36, {'D', 'B', 'A', 'Bb', 'E'}, 'B']
Em_AcusticPlug1_3.wav Emin ['B', 0.52, {'B', 'D', 'E'}, 'B']
Em_AcusticPlug1_4.wav Emin ['D', 0.43, {'Bb', 'C', 'D'}, 'D']
Em_AcusticPlug20_1.wav Emin ['B', 0.26, {'B', 'D', 'E'}, 'B']
Em_AcusticPlug20_2.wav Emin ['B', 0.25, {'B', 'D', 'E'}, 'B']
Em_AcusticPlug20_3.wav Emin ['B', 0.36, {'B', 'D', 'E'}, 'B']
Em_AcusticPlug20_4.wav Emin ['E', 0.51, {'B', 'D', 'E'}, 'E']
Em_AcusticPlug21_1.wav Emin ['Emin', 0.11, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug21_2.wav Emin ['Emin', 0.11, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug21_3.wav Emin ['Esus4', 0.09, {'B', 'A', 'E'}, 'B']
Em_AcusticPlug21_4.wav Emin ['Emin', 0.36, {'B', 'G', 'E'}, 'E']
Em_AcusticPlug22_1.wav Emin ['Esus4', 0.14, {'B', 'A', 'E'}, 'B']
Em_AcusticPlug22_2.wav Emin ['Esus4', 0.14, {'B', 'A', 'E'}, 'B']
Em_AcusticPlug22_3.wav Emin ['Esus4', 0.18, {'B', 'A', 'E'}, 'B']
Em_AcusticPlug22_4.wav Emin ['Esus4', 0.41, {'B', 'A', 'E'}, 'E']
Em_AcusticPlug23_1.wav Emin ['Emin', 0.19, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug23_2.wav Emin ['Emin', 0.12, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug23_3.wav Emin ['Emin', 0.1, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug23_4.wav Emin ['Emin', 0.37, {'B', 'G', 'E'}, 'E']
Em_AcusticPlug24_1.wav Emin ['Emin', 0.18, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug24_2.wav Emin ['Emin', 0.18, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug24_3.wav Emin ['Cmaj', 0.14, {'B', 'G', 'C', 'E'}, 'B']
Em_AcusticPlug24_4.wav Emin ['Emin', 0.37, {'B', 'G', 'E'}, 'E']
Em_AcusticPlug25_1.wav Emin ['Emin', 0.14, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug25_2.wav Emin ['Emin', 0.14, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug25_3.wav Emin ['B', 0.12, {'B', 'D', 'E'}, 'B']
Em_AcusticPlug25_4.wav Emin ['Emin', 0.36, {'B', 'G', 'E'}, 'E']
Em_AcusticPlug2_1.wav Emin ['D', 0.68, {'Bb', 'B', 'D'}, 'D']
Em_AcusticPlug2_2.wav Emin ['B', 0.38, {'B', 'A', 'D'}, 'B']
Em_AcusticPlug2_3.wav Emin ['B', 0.47, {'B', 'D', 'E'}, 'B']
Em_AcusticPlug2_4.wav Emin ['D', 0.45, {'Bb', 'C', 'D'}, 'D']
Em_AcusticPlug3_1.wav Emin ['B', 0.62, {'Bb', 'B', 'D'}, 'B']
Em_AcusticPlug3_2.wav Emin ['B', 0.34, {'Bb', 'B', 'A'}, 'B']
Em_AcusticPlug3_3.wav Emin ['Esus4', 0.35, {'B', 'A', 'E'}, 'B']
Em_AcusticPlug3_4.wav Emin ['Bb', 0.61, {'Bb', 'D', 'E'}, 'Bb']
Em_AcusticPlug4_1.wav Emin ['Esus2', 0.58, {'B', 'Gb', 'E'}, 'E']
Em_AcusticPlug4_2.wav Emin ['Emin', 0.51, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug4_3.wav Emin ['Emin', 0.53, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug4_4.wav Emin ['Esus2', 0.54, {'B', 'Gb', 'E'}, 'E']
Em_AcusticPlug5_1.wav Emin ['Esus2', 0.86, {'B', 'Gb', 'E'}, 'E']
Em_AcusticPlug5_2.wav Emin ['B', 0.51, {'B', 'G', 'Gb'}, 'B']
Em_AcusticPlug5_3.wav Emin ['Esus2', 0.67, {'B', 'Gb', 'E'}, '']
Em_AcusticPlug5_4.wav Emin ['Esus2', 0.61, {'B', 'Gb', 'E'}, 'E']
Em_AcusticPlug6_1.wav Emin ['B', 0.36, {'Bb', 'B', 'E'}, 'B']
Em_AcusticPlug6_2.wav Emin ['Esus4', 0.27, {'B', 'A', 'C', 'E'}, 'B']
Em_AcusticPlug6_3.wav Emin ['Esus4', 0.42, {'B', 'A', 'E'}, 'B']
Em_AcusticPlug6_4.wav Emin ['E', 0.56, {'Bb', 'B', 'E'}, 'E']
Em_AcusticPlug7_1.wav Emin ['B', 0.48, {'Bb', 'B', 'D'}, 'B']
Em_AcusticPlug7_2.wav Emin ['B', 0.34, {'B', 'A', 'C'}, 'B']
Em_AcusticPlug7_3.wav Emin ['Esus4', 0.5, {'B', 'A', 'E'}, 'B']
Em_AcusticPlug7_4.wav Emin ['Bb', 0.76, {'Bb', 'D', 'E'}, 'Bb']
Em_AcusticPlug8_1.wav Emin ['Esus2', 0.43, {'B', 'Gb', 'E'}, 'B']
Em_AcusticPlug8_2.wav Emin ['Emin', 0.22, {'B', 'G', 'E'}, 'B']
Em_AcusticPlug8_3.wav Emin ['B', 0.23, {'B', 'C', 'E'}, 'B']
Em_AcusticPlug8_4.wav Emin ['E', 0.38, {'Bb', 'B', 'E'}, 'E']
Em_AcusticPlug9_1.wav Emin ['B', 0.5, {'B', 'D', 'E'}, 'B']
Em_AcusticPlug9_2.wav Emin ['B', 0.28, {'B', 'D', 'E'}, 'B']
Em_AcusticPlug9_3.wav Emin ['B', 0.34, {'B', 'D', 'E'}, 'B']
Em_AcusticPlug9_4.wav Emin ['D', 0.61, {'Bb', 'D', 'E'}, 'D']
Em_Acustic_Miguel_1.wav Emin ['Emin', 0.11, {'B', 'G', 'E'}, 'B']
Em_Acustic_Miguel_2.wav Emin ['Emin', 0.13, {'B', 'G', 'E'}, 'B']
Em_Acustic_Miguel_3.wav Emin ['Emin', 0.19, {'B', 'G', 'E'}, 'B']
Em_Acustic_Miguel_4.wav Emin ['Emin', 0.35, {'B', 'G', 'E'}, 'E']
Em_Classic2_Carolina_1.wav Emin ['Emin', 0.92, {'B', 'G', 'E'}, 'E']
Em_Classic2_Carolina_2.wav Emin ['Emin', 0.67, {'B', 'G', 'E'}, 'E']
Em_Classic2_Carolina_3.wav Emin ['Emin', 0.84, {'B', 'G', 'E'}, '']
Em_Classic2_Carolina_4.wav Emin ['G', 0.36, {'G', 'Ab', 'E'}, 'G']
Em_Classic3_Carolina_1.wav Emin ['Emin', 0.45, {'B', 'G', 'E'}, 'G']
Em_Classic3_Carolina_2.wav Emin ['Emin', 0.22, {'B', 'G', 'E'}, 'G']
Em_Classic3_Carolina_3.wav Emin ['Emin', 0.31, {'B', 'G', 'E'}, 'G']
Em_Classic3_Carolina_4.wav Emin ['Emin', 0.29, {'B', 'G', 'E'}, 'G']
Em_ClassicA_Miguel_1.wav Emin ['B', 0.26, {'B', 'D', 'E'}, 'B']
Em_ClassicA_Miguel_2.wav Emin ['Emin', 0.14, {'B', 'G', 'E'}, 'B']
Em_ClassicA_Miguel_3.wav Emin ['Emin', 0.18, {'B', 'G', 'E'}, 'B']
Em_ClassicA_Miguel_4.wav Emin ['Emin', 0.37, {'B', 'G', 'E'}, 'B']
Em_ClassicCleanGB_1.wav Emin ['Esus4', 0.64, {'B', 'A', 'E'}, 'A']
Em_ClassicCleanGB_2.wav Emin ['Esus4', 0.56, {'B', 'A', 'E'}, 'A']
Em_ClassicCleanGB_3.wav Emin ['Esus4', 0.76, {'B', 'A', 'E'}, 'E']
Em_ClassicCleanGB_4.wav Emin ['Emaj', 0.83, {'B', 'Ab', 'E'}, 'B']
Em_Classic_Jegundo_1.wav Emin ['Emin', 0.45, {'B', 'G', 'E'}, 'E']
Em_Classic_Jegundo_2.wav Emin ['Emin', 0.39, {'B', 'G', 'E'}, 'E']
Em_Classic_Jegundo_3.wav Emin ['Emin', 0.56, {'B', 'G', 'E'}, 'B']
Em_Classic_Jegundo_4.wav Emin ['Emin', 0.33, {'B', 'G', 'E'}, 'B']
Em_Classic_Miguel_1.wav Emin ['Esus2', 0.21, {'B', 'Gb', 'E'}, 'B']
Em_Classic_Miguel_2.wav Emin ['Emin', 0.21, {'B', 'G', 'E'}, 'B']
Em_Classic_Miguel_3.wav Emin ['Emin', 0.24, {'B', 'G', 'E'}, 'B']
Em_Classic_Miguel_4.wav Emin ['Emin', 0.38, {'B', 'G', 'E'}, 'B']
Em_Classic_Simona_1.wav Emin ['Emin', 0.45, {'B', 'G', 'E'}, 'B']
Em_Classic_Simona_2.wav Emin ['Emin', 0.14, {'B', 'G', 'E'}, 'B']
Em_Classic_Simona_3.wav Emin ['Emin', 0.53, {'B', 'G', 'E'}, 'B']
Em_Classic_Simona_4.wav Emin ['Emin', 0.52, {'B', 'G', 'E'}, 'B']
Em_Electric_Fabi_1.wav Emin ['B', 0.09, {'B', 'Eb', 'E'}, 'B']
Em_Electric_Fabi_2.wav Emin ['Emaj', 0.17, {'B', 'Ab', 'E'}, 'B']
Em_Electric_Fabi_3.wav Emin ['B', 0.17, {'B', 'Eb', 'E'}, 'B']
Em_Electric_Fabi_4.wav Emin ['Emin', 0.27, {'B', 'G', 'E'}, 'B']
Em_RetroGB_JO_1.wav Emin ['E', 0.31, {'B', 'D', 'E'}, 'E']
Em_RetroGB_JO_2.wav Emin ['Emaj', 0.48, {'B', 'Ab', 'E'}, 'B']
Em_RetroGB_JO_3.wav Emin ['Emaj', 0.38, {'B', 'Ab', 'E'}, 'B']
Em_RetroGB_JO_4.wav Emin ['Emaj', 0.17, {'B', 'Ab', 'E'}, 'E']
Em_RockGB_JO_1.wav Emin ['Emin', 0.62, {'B', 'G', 'E'}, 'G']
Em_RockGB_JO_2.wav Emin ['Emin', 0.86, {'B', 'G', 'E'}, 'B']
Em_RockGB_JO_3.wav Emin ['Emin', 0.77, {'B', 'G', 'E'}, 'E']
Em_RockGB_JO_4.wav Emin ['Emin', 0.39, {'B', 'G', 'E'}, 'E']
Em_RootsGB_JO_1.wav Emin ['Emin', 0.36, {'B', 'G', 'E'}, 'B']
Em_RootsGB_JO_2.wav Emin ['Emin', 0.35, {'B', 'G', 'E'}, 'B']
Em_RootsGB_JO_3.wav Emin ['Emin', 0.35, {'B', 'G', 'E'}, 'B']
Em_RootsGB_JO_4.wav Emin ['Emin', 0.38, {'B', 'G', 'E'}, 'E']
Em_acousticguitar_Mari_1.wav Emin ['Emin', 0.44, {'B', 'G', 'E'}, 'B']
Em_acousticguitar_Mari_2.wav Emin ['Emin', 0.49, {'B', 'G', 'E'}, 'B']
Em_acousticguitar_Mari_3.wav Emin ['Emin', 0.57, {'B', 'G', 'E'}, 'B']
Em_acousticguitar_Mari_4.wav Emin ['Emin', 0.27, {'B', 'G', 'E'}, 'B']
Em_acousticguitar_SalomAndrade_1.wav Emin ['Emin', 0.25, {'B', 'G', 'E'}, 'B']
Em_acousticguitar_SalomAndrade_2.wav Emin ['B', 0.38, {'B', 'D', 'E'}, 'B']
Em_acousticguitar_SalomAndrade_3.wav Emin ['E', 0.49, {'B', 'D', 'E'}, 'E']
Em_acousticguitar_SalomAndrade_4.wav Emin ['Emin', 0.14, {'B', 'G', 'E'}, 'E']
Em_acusticBG_JO_1.wav Emin ['Emin', 0.22, {'B', 'G', 'E'}, 'B']
Em_acusticBG_JO_2.wav Emin ['Emin', 0.22, {'B', 'G', 'E'}, 'B']
Em_acusticBG_JO_3.wav Emin ['Emin', 0.27, {'B', 'G', 'E'}, 'B']
Em_acusticBG_JO_4.wav Emin ['Emin', 0.4, {'B', 'G', 'E'}, 'E']
