aPTD dataset FFT analysis.

File name | Correct chord | Prediction info (chord prediction, threshold, detected notes, strong note)

piano_4_Gn_n_m_04.wav Gmin ['Gmin', 0.31, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_f_69.wav Gmin ['Gmin', 0.3, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_m_42.wav Gmin ['Gmin', 0.57, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_m_70.wav Gmin ['Gmin', 0.33, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_f_82.wav Gmin ['Gmin', 0.24, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_f_96.wav Gmin ['Gmin', 0.32, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_m_64.wav Gmin ['Gmin', 0.31, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_m_95.wav Gmin ['Gmin', 0.51, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_m_58.wav Gmin ['Gmin', 0.26, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_m_81.wav Gmin ['Gmin', 0.57, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_79.wav Gmin ['Gmin', 0.2, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_45.wav Gmin ['Gmin', 0.25, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_51.wav Gmin ['Gmin', 0.28, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_p_86.wav Gmin ['Gmin', 0.23, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_92.wav Gmin ['Gmin', 0.34, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_93.wav Gmin ['Gmin', 0.34, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_p_87.wav Gmin ['Gmin', 0.3, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_50.wav Gmin ['Gmin', 0.24, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_p_44.wav Gmin ['Gmin', 0.22, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_78.wav Gmin ['Gmin', 0.12, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_m_80.wav Gmin ['Gmin', 0.5, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_m_59.wav Gmin ['Gmin', 0.25, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_m_94.wav Gmin ['Gmin', 0.54, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_f_97.wav Gmin ['Gmin', 0.25, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_m_65.wav Gmin ['Gmin', 0.31, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_m_71.wav Gmin ['Gmin', 0.28, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_f_83.wav Gmin ['Gmin', 0.27, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_f_68.wav Gmin ['Gmin', 0.31, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_m_43.wav Gmin ['Gmin', 0.45, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_m_57.wav Gmin ['Gmin', 0.49, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_f_54.wav Gmin ['Gmin', 0.32, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_f_40.wav Gmin ['Gmin', 0.29, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_f_78.wav Gmin ['Gmin', 0.26, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_f_44.wav Gmin ['Gmin', 0.27, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_f_50.wav Gmin ['Gmin', 0.24, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_f_89.wav Gmin ['Gmin', 0.44, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_m_49.wav Gmin ['Gmin', 0.29, {'G', 'D', 'Bb'}, '']
piano_5_Gn_n_f_62.wav Gmin ['Gmin', 0.6, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_f_76.wav Gmin ['Gmin', 0.65, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_m_75.wav Gmin ['Gmin', 0.3, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_f_87.wav Gmin ['Gmin', 0.24, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_f_93.wav Gmin ['Gmin', 0.23, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_m_61.wav Gmin ['Gmin', 0.36, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_p_99.wav Gmin ['Gmin', 0.46, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_p_40.wav Gmin ['Gmin', 0.4, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_p_54.wav Gmin ['Gmin', 0.33, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_p_68.wav Gmin ['Gmin', 0.37, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_p_83.wav Gmin ['Gmin', 0.38, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_p_97.wav Gmin ['Gmin', 0.4, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_p_66.wav Gmin ['Gmin', 0.53, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_p_72.wav Gmin ['Gmin', 0.59, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_p_93.wav Gmin ['Gmin', 0.38, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_p_87.wav Gmin ['Gmin', 0.4, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_p_76.wav Gmin ['Gmin', 0.53, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_p_62.wav Gmin ['Gmin', 0.59, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_p_89.wav Gmin ['Gmin', 0.46, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_p_50.wav Gmin ['Gmin', 0.4, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_p_44.wav Gmin ['Gmin', 0.33, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_p_78.wav Gmin ['Gmin', 0.37, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_m_59.wav Gmin ['Gmin', 0.29, {'G', 'D', 'Bb'}, '']
piano_5_Gn_n_f_72.wav Gmin ['Gmin', 0.6, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_f_66.wav Gmin ['Gmin', 0.65, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_m_65.wav Gmin ['Gmin', 0.3, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_f_97.wav Gmin ['Gmin', 0.24, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_f_83.wav Gmin ['Gmin', 0.23, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_m_71.wav Gmin ['Gmin', 0.36, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_f_68.wav Gmin ['Gmin', 0.26, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_f_54.wav Gmin ['Gmin', 0.27, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_f_40.wav Gmin ['Gmin', 0.24, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_f_99.wav Gmin ['Gmin', 0.44, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_f_78.wav Gmin ['Gmin', 0.31, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_m_53.wav Gmin ['Gmin', 0.45, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_m_47.wav Gmin ['Gmin', 0.49, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_f_44.wav Gmin ['Gmin', 0.31, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_f_50.wav Gmin ['Gmin', 0.29, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_m_90.wav Gmin ['Gmin', 0.5, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_m_49.wav Gmin ['Gmin', 0.25, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_m_84.wav Gmin ['Gmin', 0.54, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_f_87.wav Gmin ['Gmin', 0.25, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_m_75.wav Gmin ['Gmin', 0.31, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_m_61.wav Gmin ['Gmin', 0.28, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_f_93.wav Gmin ['Gmin', 0.27, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_40.wav Gmin ['Gmin', 0.24, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_p_54.wav Gmin ['Gmin', 0.22, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_68.wav Gmin ['Gmin', 0.12, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_83.wav Gmin ['Gmin', 0.34, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_p_97.wav Gmin ['Gmin', 0.3, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_96.wav Gmin ['Gmin', 0.23, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_82.wav Gmin ['Gmin', 0.34, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_69.wav Gmin ['Gmin', 0.2, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_55.wav Gmin ['Gmin', 0.25, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_41.wav Gmin ['Gmin', 0.28, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_m_60.wav Gmin ['Gmin', 0.33, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_f_92.wav Gmin ['Gmin', 0.24, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_f_86.wav Gmin ['Gmin', 0.32, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_m_74.wav Gmin ['Gmin', 0.31, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_m_85.wav Gmin ['Gmin', 0.51, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_m_48.wav Gmin ['Gmin', 0.26, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_m_91.wav Gmin ['Gmin', 0.57, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_f_51.wav Gmin ['Gmin', 0.34, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_f_45.wav Gmin ['Gmin', 0.28, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_m_46.wav Gmin ['Gmin', 0.55, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_f_79.wav Gmin ['Gmin', 0.3, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_m_52.wav Gmin ['Gmin', 0.57, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_f_98.wav Gmin ['Gmin', 0.54, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_f_41.wav Gmin ['Gmin', 0.24, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_f_55.wav Gmin ['Gmin', 0.26, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_f_69.wav Gmin ['Gmin', 0.25, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_f_82.wav Gmin ['Gmin', 0.29, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_m_70.wav Gmin ['Gmin', 0.24, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_m_64.wav Gmin ['Gmin', 0.34, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_f_96.wav Gmin ['Gmin', 0.24, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_f_67.wav Gmin ['Gmin', 0.53, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_m_58.wav Gmin ['Gmin', 0.21, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_f_73.wav Gmin ['Gmin', 0.49, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_p_79.wav Gmin ['Gmin', 0.36, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_p_45.wav Gmin ['Gmin', 0.34, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_p_51.wav Gmin ['Gmin', 0.38, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_p_88.wav Gmin ['Gmin', 0.49, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_p_63.wav Gmin ['Gmin', 0.46, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_p_77.wav Gmin ['Gmin', 0.49, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_p_86.wav Gmin ['Gmin', 0.16, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_p_92.wav Gmin ['Gmin', 0.25, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_p_84.wav Gmin ['Gmin', 0.33, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_p_90.wav Gmin ['Gmin', 0.4, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_p_49.wav Gmin ['Gmin', 0.46, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_p_61.wav Gmin ['Gmin', 0.52, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_p_75.wav Gmin ['Gmin', 0.51, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_p_47.wav Gmin ['Gmin', 0.4, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_p_53.wav Gmin ['Gmin', 0.38, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_f_65.wav Gmin ['Gmin', 0.6, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_f_71.wav Gmin ['Gmin', 0.61, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_m_72.wav Gmin ['Gmin', 0.38, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_f_59.wav Gmin ['Gmin', 0.44, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_f_80.wav Gmin ['Gmin', 0.24, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_f_94.wav Gmin ['Gmin', 0.27, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_m_66.wav Gmin ['Gmin', 0.3, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_m_99.wav Gmin ['Gmin', 0.29, {'G', 'D', 'Bb'}, '']
piano_4_Gn_n_f_43.wav Gmin ['Gmin', 0.23, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_f_57.wav Gmin ['Gmin', 0.24, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_m_44.wav Gmin ['Gmin', 0.54, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_m_89.wav Gmin ['Gmin', 0.25, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_m_50.wav Gmin ['Gmin', 0.5, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_f_53.wav Gmin ['Gmin', 0.27, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_m_78.wav Gmin ['Gmin', 0.5, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_f_47.wav Gmin ['Gmin', 0.25, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_m_87.wav Gmin ['Gmin', 0.49, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_m_93.wav Gmin ['Gmin', 0.45, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_f_90.wav Gmin ['Gmin', 0.29, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_m_62.wav Gmin ['Gmin', 0.33, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_m_76.wav Gmin ['Gmin', 0.23, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_f_84.wav Gmin ['Gmin', 0.31, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_57.wav Gmin ['Gmin', 0.3, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_43.wav Gmin ['Gmin', 0.34, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_p_94.wav Gmin ['Gmin', 0.22, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_80.wav Gmin ['Gmin', 0.24, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_p_81.wav Gmin ['Gmin', 0.28, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_p_95.wav Gmin ['Gmin', 0.25, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_42.wav Gmin ['Gmin', 0.34, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_56.wav Gmin ['Gmin', 0.23, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_m_77.wav Gmin ['Gmin', 0.26, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_f_85.wav Gmin ['Gmin', 0.28, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_f_91.wav Gmin ['Gmin', 0.33, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_m_63.wav Gmin ['Gmin', 0.3, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_m_92.wav Gmin ['Gmin', 0.57, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_m_86.wav Gmin ['Gmin', 0.55, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_f_46.wav Gmin ['Gmin', 0.32, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_f_52.wav Gmin ['Gmin', 0.24, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_m_79.wav Gmin ['Gmin', 0.44, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_m_51.wav Gmin ['Gmin', 0.57, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_m_88.wav Gmin ['Gmin', 0.26, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_m_45.wav Gmin ['Gmin', 0.51, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_f_56.wav Gmin ['Gmin', 0.24, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_f_42.wav Gmin ['Gmin', 0.29, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_m_98.wav Gmin ['Gmin', 0.21, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_f_95.wav Gmin ['Gmin', 0.26, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_m_67.wav Gmin ['Gmin', 0.32, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_m_73.wav Gmin ['Gmin', 0.25, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_f_81.wav Gmin ['Gmin', 0.24, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_f_58.wav Gmin ['Gmin', 0.54, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_f_70.wav Gmin ['Gmin', 0.56, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_f_64.wav Gmin ['Gmin', 0.65, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_p_52.wav Gmin ['Gmin', 0.25, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_p_46.wav Gmin ['Gmin', 0.16, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_p_74.wav Gmin ['Gmin', 0.52, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_p_60.wav Gmin ['Gmin', 0.5, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_p_48.wav Gmin ['Gmin', 0.49, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_p_91.wav Gmin ['Gmin', 0.38, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_p_85.wav Gmin ['Gmin', 0.34, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_p_45.wav Gmin ['Gmin', 0.5, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_p_88.wav Gmin ['Gmin', 0.37, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_p_51.wav Gmin ['Gmin', 0.52, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_p_79.wav Gmin ['Gmin', 0.46, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_p_86.wav Gmin ['Gmin', 0.53, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_p_92.wav Gmin ['Gmin', 0.59, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_p_63.wav Gmin ['Gmin', 0.38, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_p_77.wav Gmin ['Gmin', 0.4, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_m_56.wav Gmin ['Gmin', 0.3, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_m_42.wav Gmin ['Gmin', 0.38, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_f_69.wav Gmin ['Gmin', 0.44, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_f_41.wav Gmin ['Gmin', 0.61, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_f_98.wav Gmin ['Gmin', 0.26, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_f_55.wav Gmin ['Gmin', 0.6, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_f_67.wav Gmin ['Gmin', 0.24, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_m_95.wav Gmin ['Gmin', 0.3, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_m_81.wav Gmin ['Gmin', 0.36, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_f_73.wav Gmin ['Gmin', 0.23, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_f_82.wav Gmin ['Gmin', 0.6, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_f_96.wav Gmin ['Gmin', 0.65, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_m_85.wav Gmin ['Gmin', 0.31, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_f_77.wav Gmin ['Gmin', 0.25, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_f_63.wav Gmin ['Gmin', 0.27, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_m_91.wav Gmin ['Gmin', 0.28, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_m_48.wav Gmin ['Gmin', 0.5, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_m_60.wav Gmin ['Gmin', 0.5, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_m_74.wav Gmin ['Gmin', 0.54, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_m_46.wav Gmin ['Gmin', 0.23, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_m_52.wav Gmin ['Gmin', 0.33, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_f_88.wav Gmin ['Gmin', 0.31, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_73.wav Gmin ['Gmin', 0.34, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_p_67.wav Gmin ['Gmin', 0.3, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_98.wav Gmin ['Gmin', 0.12, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_99.wav Gmin ['Gmin', 0.2, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_66.wav Gmin ['Gmin', 0.23, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_p_72.wav Gmin ['Gmin', 0.34, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_f_89.wav Gmin ['Gmin', 0.3, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_m_53.wav Gmin ['Gmin', 0.3, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_m_47.wav Gmin ['Gmin', 0.26, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_m_75.wav Gmin ['Gmin', 0.51, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_m_61.wav Gmin ['Gmin', 0.57, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_f_62.wav Gmin ['Gmin', 0.24, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_m_49.wav Gmin ['Gmin', 0.44, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_m_90.wav Gmin ['Gmin', 0.33, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_m_84.wav Gmin ['Gmin', 0.31, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_f_76.wav Gmin ['Gmin', 0.32, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_f_97.wav Gmin ['Gmin', 0.53, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_f_83.wav Gmin ['Gmin', 0.49, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_m_80.wav Gmin ['Gmin', 0.24, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_f_72.wav Gmin ['Gmin', 0.29, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_f_66.wav Gmin ['Gmin', 0.24, {'G', 'D', 'Bb'}, 'D']
piano_3_Gn_n_m_94.wav Gmin ['Gmin', 0.34, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_f_54.wav Gmin ['Gmin', 0.65, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_f_99.wav Gmin ['Gmin', 0.25, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_f_40.wav Gmin ['Gmin', 0.56, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_m_43.wav Gmin ['Gmin', 0.25, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_f_68.wav Gmin ['Gmin', 0.54, {'G', 'D', 'Bb'}, 'Bb']
piano_3_Gn_n_m_57.wav Gmin ['Gmin', 0.32, {'G', 'D', 'Bb'}, 'Bb']
piano_4_Gn_n_p_76.wav Gmin ['Gmin', 0.16, {'G', 'D', 'Bb'}, 'D']
piano_4_Gn_n_p_62.wav Gmin ['Gmin', 0.25, {'G', 'D', 'Bb'}, 'D']
piano_5_Gn_n_p_93.wav Gmin ['Gmin', 0.46, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_p_87.wav Gmin ['Gmin', 0.49, {'G', 'D', 'Bb'}, 'Bb']
piano_5_Gn_n_p_78.wav Gmin ['Gmin', 0.49, {'G', 'D', 'Bb'}, 'Bb']
