aPTD DimAug dataset FFT analysis.

File name | Correct chord | Prediction info (chord prediction, threshold, detected notes, strong note)

piano_3_Af_d_f_46.wav Abdim ['Abdim', 0.28, {'D', 'B', 'Ab'}, 'B']
piano_4_Af_d_f_21.wav Abdim ['Abdim', 0.31, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_f_09.wav Abdim ['Abdim', 0.26, {'D', 'B', 'Ab'}, 'D']
piano_3_Af_d_m_04.wav Abdim ['Abdim', 0.34, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_m_10.wav Abdim ['Abdim', 0.35, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_f_13.wav Abdim ['Abdim', 0.38, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_m_38.wav Abdim ['Abdim', 0.29, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_f_07.wav Abdim ['Abdim', 0.31, {'D', 'B', 'Ab'}, 'B']
piano_4_Af_d_m_14.wav Abdim ['Abdim', 0.27, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_m_00.wav Abdim ['Abdim', 0.41, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_m_28.wav Abdim ['Abdim', 0.48, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_f_25.wav Abdim ['Abdim', 0.27, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_f_31.wav Abdim ['Abdim', 0.25, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_m_32.wav Abdim ['Abdim', 0.52, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_f_19.wav Abdim ['Abdim', 0.29, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_m_26.wav Abdim ['Abdim', 0.54, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_p_09.wav Abdim ['Abdim', 0.41, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_p_21.wav Abdim ['Abdim', 0.39, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_p_35.wav Abdim ['Abdim', 0.29, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_p_34.wav Abdim ['Abdim', 0.38, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_p_20.wav Abdim ['Abdim', 0.49, {'D', 'B', 'Ab'}, '']
piano_3_Af_d_p_08.wav Abdim ['Abdim', 0.45, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_m_27.wav Abdim ['Abdim', 0.49, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_m_33.wav Abdim ['Abdim', 0.61, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_f_18.wav Abdim ['Abdim', 0.26, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_f_30.wav Abdim ['Abdim', 0.26, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_f_24.wav Abdim ['Abdim', 0.25, {'D', 'B', 'Ab'}, 'B']
piano_4_Af_d_m_29.wav Abdim ['Abdim', 0.38, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_m_01.wav Abdim ['Abdim', 0.32, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_m_15.wav Abdim ['Abdim', 0.38, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_f_06.wav Abdim ['Abdim', 0.34, {'D', 'B', 'Ab'}, '']
piano_5_Af_d_f_12.wav Abdim ['Abdim', 0.42, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_m_39.wav Abdim ['Abdim', 0.31, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_m_11.wav Abdim ['Abdim', 0.31, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_m_05.wav Abdim ['Abdim', 0.34, {'D', 'B', 'Ab'}, 'B']
piano_4_Af_d_f_08.wav Abdim ['Abdim', 0.3, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_f_20.wav Abdim ['Abdim', 0.26, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_f_34.wav Abdim ['Abdim', 0.3, {'D', 'B', 'Ab'}, 'D']
piano_5_Af_d_p_02.wav Abdim ['Abdim', 0.49, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_p_16.wav Abdim ['Abdim', 0.51, {'D', 'B', 'Ab'}, 'Ab']
piano_4_Af_d_p_24.wav Abdim ['Abdim', 0.49, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_p_30.wav Abdim ['Abdim', 0.54, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_p_18.wav Abdim ['Abdim', 0.29, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_p_26.wav Abdim ['Abdim', 0.59, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_p_32.wav Abdim ['Abdim', 0.51, {'D', 'B', 'Ab'}, 'D']
piano_5_Af_d_p_00.wav Abdim ['Abdim', 0.44, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_p_14.wav Abdim ['Abdim', 0.52, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_p_28.wav Abdim ['Abdim', 0.49, {'D', 'B', 'Ab'}, 'Ab']
piano_4_Af_d_f_22.wav Abdim ['Abdim', 0.3, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_f_36.wav Abdim ['Abdim', 0.27, {'D', 'B', 'Ab'}, 'D']
piano_5_Af_d_f_38.wav Abdim ['Abdim', 0.26, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_m_13.wav Abdim ['Abdim', 0.35, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_m_07.wav Abdim ['Abdim', 0.36, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_f_04.wav Abdim ['Abdim', 0.47, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_f_10.wav Abdim ['Abdim', 0.36, {'D', 'B', 'Ab'}, 'B']
piano_4_Af_d_m_03.wav Abdim ['Abdim', 0.26, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_m_17.wav Abdim ['Abdim', 0.29, {'D', 'B', 'Ab'}, 'D']
piano_5_Af_d_m_19.wav Abdim ['Abdim', 0.55, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_f_32.wav Abdim ['Abdim', 0.25, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_f_26.wav Abdim ['Abdim', 0.28, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_m_25.wav Abdim ['Abdim', 0.56, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_m_31.wav Abdim ['Abdim', 0.62, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_p_36.wav Abdim ['Abdim', 0.31, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_p_22.wav Abdim ['Abdim', 0.33, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_p_23.wav Abdim ['Abdim', 0.36, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_p_37.wav Abdim ['Abdim', 0.3, {'D', 'B', 'Ab'}, 'D']
piano_5_Af_d_m_30.wav Abdim ['Abdim', 0.49, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_m_24.wav Abdim ['Abdim', 0.58, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_f_27.wav Abdim ['Abdim', 0.28, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_m_18.wav Abdim ['Abdim', 0.53, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_f_33.wav Abdim ['Abdim', 0.25, {'D', 'B', 'Ab'}, 'B']
piano_4_Af_d_m_16.wav Abdim ['Abdim', 0.34, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_m_02.wav Abdim ['Abdim', 0.38, {'D', 'B', 'Ab'}, 'D']
piano_5_Af_d_f_11.wav Abdim ['Abdim', 0.43, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_f_05.wav Abdim ['Abdim', 0.3, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_m_06.wav Abdim ['Abdim', 0.34, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_f_39.wav Abdim ['Abdim', 0.34, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_m_12.wav Abdim ['Abdim', 0.32, {'D', 'B', 'Ab'}, 'B']
piano_4_Af_d_f_37.wav Abdim ['Abdim', 0.28, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_f_23.wav Abdim ['Abdim', 0.31, {'D', 'B', 'Ab'}, 'D']
piano_5_Af_d_p_29.wav Abdim ['Abdim', 0.51, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_p_15.wav Abdim ['Abdim', 0.52, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_p_01.wav Abdim ['Abdim', 0.57, {'D', 'B', 'Ab'}, 'Ab']
piano_4_Af_d_p_33.wav Abdim ['Abdim', 0.67, {'D', 'B', 'Ab'}, 'B']
piano_4_Af_d_p_27.wav Abdim ['Abdim', 0.45, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_p_23.wav Abdim ['Abdim', 0.67, {'D', 'B', 'Ab'}, 'B']
piano_4_Af_d_p_37.wav Abdim ['Abdim', 0.45, {'D', 'B', 'Ab'}, 'D']
piano_5_Af_d_p_39.wav Abdim ['Abdim', 0.51, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_p_05.wav Abdim ['Abdim', 0.52, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_p_11.wav Abdim ['Abdim', 0.57, {'D', 'B', 'Ab'}, 'Ab']
piano_4_Af_d_f_27.wav Abdim ['Abdim', 0.28, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_f_33.wav Abdim ['Abdim', 0.31, {'D', 'B', 'Ab'}, 'D']
piano_5_Af_d_f_01.wav Abdim ['Abdim', 0.43, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_f_15.wav Abdim ['Abdim', 0.3, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_m_16.wav Abdim ['Abdim', 0.34, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_f_29.wav Abdim ['Abdim', 0.34, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_m_02.wav Abdim ['Abdim', 0.32, {'D', 'B', 'Ab'}, 'B']
piano_4_Af_d_m_06.wav Abdim ['Abdim', 0.34, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_m_12.wav Abdim ['Abdim', 0.38, {'D', 'B', 'Ab'}, 'D']
piano_5_Af_d_m_20.wav Abdim ['Abdim', 0.49, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_m_34.wav Abdim ['Abdim', 0.58, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_f_37.wav Abdim ['Abdim', 0.28, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_m_08.wav Abdim ['Abdim', 0.53, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_f_23.wav Abdim ['Abdim', 0.25, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_p_33.wav Abdim ['Abdim', 0.36, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_p_27.wav Abdim ['Abdim', 0.3, {'D', 'B', 'Ab'}, 'D']
piano_3_Af_d_p_26.wav Abdim ['Abdim', 0.31, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_p_32.wav Abdim ['Abdim', 0.33, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_m_09.wav Abdim ['Abdim', 0.55, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_f_22.wav Abdim ['Abdim', 0.25, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_f_36.wav Abdim ['Abdim', 0.28, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_m_35.wav Abdim ['Abdim', 0.56, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_m_21.wav Abdim ['Abdim', 0.62, {'D', 'B', 'Ab'}, 'B']
piano_4_Af_d_m_13.wav Abdim ['Abdim', 0.26, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_m_07.wav Abdim ['Abdim', 0.29, {'D', 'B', 'Ab'}, 'D']
piano_5_Af_d_f_28.wav Abdim ['Abdim', 0.26, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_m_03.wav Abdim ['Abdim', 0.35, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_m_17.wav Abdim ['Abdim', 0.36, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_f_14.wav Abdim ['Abdim', 0.47, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_f_00.wav Abdim ['Abdim', 0.36, {'D', 'B', 'Ab'}, 'B']
piano_4_Af_d_f_32.wav Abdim ['Abdim', 0.3, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_f_26.wav Abdim ['Abdim', 0.27, {'D', 'B', 'Ab'}, 'D']
piano_5_Af_d_p_10.wav Abdim ['Abdim', 0.44, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_p_04.wav Abdim ['Abdim', 0.52, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_p_38.wav Abdim ['Abdim', 0.49, {'D', 'B', 'Ab'}, 'Ab']
piano_4_Af_d_p_36.wav Abdim ['Abdim', 0.59, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_p_22.wav Abdim ['Abdim', 0.51, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_p_34.wav Abdim ['Abdim', 0.49, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_p_20.wav Abdim ['Abdim', 0.54, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_p_08.wav Abdim ['Abdim', 0.29, {'D', 'B', 'Ab'}, 'D']
piano_5_Af_d_p_12.wav Abdim ['Abdim', 0.49, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_p_06.wav Abdim ['Abdim', 0.51, {'D', 'B', 'Ab'}, 'Ab']
piano_4_Af_d_f_18.wav Abdim ['Abdim', 0.3, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_f_30.wav Abdim ['Abdim', 0.26, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_f_24.wav Abdim ['Abdim', 0.3, {'D', 'B', 'Ab'}, 'D']
piano_5_Af_d_f_16.wav Abdim ['Abdim', 0.34, {'D', 'B', 'Ab'}, '']
piano_5_Af_d_f_02.wav Abdim ['Abdim', 0.42, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_m_29.wav Abdim ['Abdim', 0.31, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_m_01.wav Abdim ['Abdim', 0.31, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_m_15.wav Abdim ['Abdim', 0.34, {'D', 'B', 'Ab'}, 'B']
piano_4_Af_d_m_39.wav Abdim ['Abdim', 0.38, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_m_11.wav Abdim ['Abdim', 0.32, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_m_05.wav Abdim ['Abdim', 0.38, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_m_37.wav Abdim ['Abdim', 0.49, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_m_23.wav Abdim ['Abdim', 0.61, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_f_08.wav Abdim ['Abdim', 0.26, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_f_20.wav Abdim ['Abdim', 0.26, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_f_34.wav Abdim ['Abdim', 0.25, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_p_24.wav Abdim ['Abdim', 0.38, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_p_30.wav Abdim ['Abdim', 0.49, {'D', 'B', 'Ab'}, '']
piano_3_Af_d_p_18.wav Abdim ['Abdim', 0.45, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_p_19.wav Abdim ['Abdim', 0.41, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_p_31.wav Abdim ['Abdim', 0.39, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_p_25.wav Abdim ['Abdim', 0.29, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_f_35.wav Abdim ['Abdim', 0.27, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_f_21.wav Abdim ['Abdim', 0.25, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_m_22.wav Abdim ['Abdim', 0.52, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_f_09.wav Abdim ['Abdim', 0.29, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_m_36.wav Abdim ['Abdim', 0.54, {'D', 'B', 'Ab'}, 'Ab']
piano_4_Af_d_m_04.wav Abdim ['Abdim', 0.27, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_m_10.wav Abdim ['Abdim', 0.41, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_m_38.wav Abdim ['Abdim', 0.48, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_m_14.wav Abdim ['Abdim', 0.34, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_m_00.wav Abdim ['Abdim', 0.35, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_f_03.wav Abdim ['Abdim', 0.38, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_m_28.wav Abdim ['Abdim', 0.29, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_f_17.wav Abdim ['Abdim', 0.31, {'D', 'B', 'Ab'}, 'B']
piano_4_Af_d_f_25.wav Abdim ['Abdim', 0.31, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_f_31.wav Abdim ['Abdim', 0.31, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_f_19.wav Abdim ['Abdim', 0.26, {'D', 'B', 'Ab'}, 'D']
piano_5_Af_d_p_07.wav Abdim ['Abdim', 0.48, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_p_13.wav Abdim ['Abdim', 0.58, {'D', 'B', 'Ab'}, 'Ab']
piano_4_Af_d_p_09.wav Abdim ['Abdim', 0.29, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_p_21.wav Abdim ['Abdim', 0.5, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_p_35.wav Abdim ['Abdim', 0.42, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_p_38.wav Abdim ['Abdim', 0.29, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_p_10.wav Abdim ['Abdim', 0.54, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_p_04.wav Abdim ['Abdim', 0.49, {'D', 'B', 'Ab'}, 'D']
piano_5_Af_d_p_36.wav Abdim ['Abdim', 0.51, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_p_22.wav Abdim ['Abdim', 0.49, {'D', 'B', 'Ab'}, 'Ab']
piano_4_Af_d_f_14.wav Abdim ['Abdim', 0.3, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_f_00.wav Abdim ['Abdim', 0.26, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_f_28.wav Abdim ['Abdim', 0.3, {'D', 'B', 'Ab'}, 'D']
piano_3_Af_d_m_25.wav Abdim ['Abdim', 0.34, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_m_31.wav Abdim ['Abdim', 0.31, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_f_32.wav Abdim ['Abdim', 0.42, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_m_19.wav Abdim ['Abdim', 0.31, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_f_26.wav Abdim ['Abdim', 0.34, {'D', 'B', 'Ab'}, '']
piano_4_Af_d_m_35.wav Abdim ['Abdim', 0.38, {'D', 'B', 'Ab'}, 'B']
piano_4_Af_d_m_21.wav Abdim ['Abdim', 0.32, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_m_09.wav Abdim ['Abdim', 0.38, {'D', 'B', 'Ab'}, 'D']
piano_3_Af_d_f_04.wav Abdim ['Abdim', 0.25, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_f_10.wav Abdim ['Abdim', 0.26, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_m_13.wav Abdim ['Abdim', 0.61, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_f_38.wav Abdim ['Abdim', 0.26, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_m_07.wav Abdim ['Abdim', 0.49, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_p_28.wav Abdim ['Abdim', 0.45, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_p_00.wav Abdim ['Abdim', 0.49, {'D', 'B', 'Ab'}, '']
piano_3_Af_d_p_14.wav Abdim ['Abdim', 0.38, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_p_15.wav Abdim ['Abdim', 0.29, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_p_01.wav Abdim ['Abdim', 0.39, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_p_29.wav Abdim ['Abdim', 0.41, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_m_06.wav Abdim ['Abdim', 0.54, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_m_12.wav Abdim ['Abdim', 0.52, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_f_39.wav Abdim ['Abdim', 0.29, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_f_11.wav Abdim ['Abdim', 0.25, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_f_05.wav Abdim ['Abdim', 0.27, {'D', 'B', 'Ab'}, 'B']
piano_4_Af_d_m_08.wav Abdim ['Abdim', 0.48, {'D', 'B', 'Ab'}, 'B']
piano_4_Af_d_m_20.wav Abdim ['Abdim', 0.41, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_m_34.wav Abdim ['Abdim', 0.27, {'D', 'B', 'Ab'}, 'D']
piano_5_Af_d_f_27.wav Abdim ['Abdim', 0.31, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_f_33.wav Abdim ['Abdim', 0.38, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_m_18.wav Abdim ['Abdim', 0.29, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_m_30.wav Abdim ['Abdim', 0.35, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_m_24.wav Abdim ['Abdim', 0.34, {'D', 'B', 'Ab'}, 'B']
piano_4_Af_d_f_29.wav Abdim ['Abdim', 0.26, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_f_01.wav Abdim ['Abdim', 0.31, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_f_15.wav Abdim ['Abdim', 0.31, {'D', 'B', 'Ab'}, 'D']
piano_5_Af_d_p_23.wav Abdim ['Abdim', 0.58, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_p_37.wav Abdim ['Abdim', 0.48, {'D', 'B', 'Ab'}, 'Ab']
piano_4_Af_d_p_05.wav Abdim ['Abdim', 0.42, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_p_11.wav Abdim ['Abdim', 0.5, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_p_39.wav Abdim ['Abdim', 0.29, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_p_07.wav Abdim ['Abdim', 0.45, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_p_13.wav Abdim ['Abdim', 0.67, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_p_21.wav Abdim ['Abdim', 0.57, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_p_35.wav Abdim ['Abdim', 0.52, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_p_09.wav Abdim ['Abdim', 0.51, {'D', 'B', 'Ab'}, 'Ab']
piano_4_Af_d_f_03.wav Abdim ['Abdim', 0.31, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_f_17.wav Abdim ['Abdim', 0.28, {'D', 'B', 'Ab'}, 'D']
piano_5_Af_d_f_19.wav Abdim ['Abdim', 0.34, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_m_32.wav Abdim ['Abdim', 0.32, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_m_26.wav Abdim ['Abdim', 0.34, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_f_25.wav Abdim ['Abdim', 0.3, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_f_31.wav Abdim ['Abdim', 0.43, {'D', 'B', 'Ab'}, 'B']
piano_4_Af_d_m_22.wav Abdim ['Abdim', 0.38, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_m_36.wav Abdim ['Abdim', 0.34, {'D', 'B', 'Ab'}, 'D']
piano_5_Af_d_m_38.wav Abdim ['Abdim', 0.53, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_f_13.wav Abdim ['Abdim', 0.25, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_f_07.wav Abdim ['Abdim', 0.28, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_m_04.wav Abdim ['Abdim', 0.58, {'D', 'B', 'Ab'}, 'Ab']
piano_5_Af_d_m_10.wav Abdim ['Abdim', 0.49, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_p_17.wav Abdim ['Abdim', 0.3, {'D', 'B', 'Ab'}, 'D']
piano_3_Af_d_p_03.wav Abdim ['Abdim', 0.36, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_p_02.wav Abdim ['Abdim', 0.33, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_p_16.wav Abdim ['Abdim', 0.31, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_m_11.wav Abdim ['Abdim', 0.62, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_m_05.wav Abdim ['Abdim', 0.56, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_f_06.wav Abdim ['Abdim', 0.28, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_m_39.wav Abdim ['Abdim', 0.55, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_f_12.wav Abdim ['Abdim', 0.25, {'D', 'B', 'Ab'}, 'B']
piano_4_Af_d_m_37.wav Abdim ['Abdim', 0.29, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_m_23.wav Abdim ['Abdim', 0.26, {'D', 'B', 'Ab'}, 'D']
piano_5_Af_d_f_30.wav Abdim ['Abdim', 0.36, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_f_24.wav Abdim ['Abdim', 0.47, {'D', 'B', 'Ab'}, 'Ab']
piano_3_Af_d_m_27.wav Abdim ['Abdim', 0.36, {'D', 'B', 'Ab'}, 'B']
piano_5_Af_d_f_18.wav Abdim ['Abdim', 0.26, {'D', 'B', 'Ab'}, 'B']
piano_3_Af_d_m_33.wav Abdim ['Abdim', 0.35, {'D', 'B', 'Ab'}, 'B']
piano_4_Af_d_f_16.wav Abdim ['Abdim', 0.27, {'D', 'B', 'Ab'}, 'D']
piano_4_Af_d_f_02.wav Abdim ['Abdim', 0.3, {'D', 'B', 'Ab'}, 'D']
piano_5_Af_d_p_08.wav Abdim ['Abdim', 0.49, {'D', 'B', 'Ab'}, 'Ab']
