Amin ['Amin', 0.46, {'A', 'E', 'C'}, 'E']
Gmaj ['Gmaj', 0.69, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.53, {'G', 'D', 'B'}, 'B']
Gmaj ['G', 0.3, {'G', 'B', 'C'}, 'G']
Gmaj ['Gmaj', 0.42, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.3, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.23, {'G', 'D', 'B'}, 'B']
Gmaj ['G', 0.33, {'G', 'B', 'C'}, 'G']
Gmaj ['Gmaj', 0.22, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.15, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.22, {'G', 'D', 'B'}, 'B']
Gmaj ['G', 0.34, {'G', 'B', 'C'}, 'G']
Gmaj ['Gmaj', 0.54, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.34, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.3, {'G', 'D', 'B'}, 'B']
Gmaj ['G', 0.3, {'Gb', 'G', 'B'}, 'G']
Gmaj ['Gmaj', 0.69, {'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.77, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.67, {'G', 'D', 'B'}, 'B']
Gmaj ['G', 0.33, {'Gb', 'G', 'B'}, 'G']
Gmaj ['Gmaj', 0.58, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.43, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.56, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.2, {'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.45, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.29, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.62, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.33, {'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.68, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.65, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.85, {'G', 'D', 'B'}, '']
Gmaj ['G', 0.18, {'G', 'D', 'Ab'}, 'G']
Gmaj ['D', 0.65, {'A', 'D', 'B'}, 'D']
Gmaj ['D', 0.6, {'A', 'D', 'B'}, 'D']
Gmaj ['Dmin', 0.6, {'F', 'A', 'D', 'B'}, 'D']
Gmaj ['Gmaj', 0.29, {'Gb', 'G', 'D', 'B'}, 'D']
Gmaj ['A', 0.62, {'A', 'B', 'F'}, 'A']
Gmaj ['A', 0.56, {'A', 'D', 'C'}, 'A']
Gmaj ['Dmin', 0.65, {'A', 'D', 'F'}, 'A']
Gmaj ['A', 0.49, {'A', 'G', 'F'}, 'A']
Gmaj ['Gmaj', 0.57, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.5, {'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.55, {'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.39, {'G', 'D', 'B'}, 'G']
Gmaj ['B', 0.39, {'A', 'D', 'B'}, 'B']
Gmaj ['B', 0.28, {'A', 'D', 'B'}, 'B']
Gmaj ['B', 0.38, {'A', 'D', 'B'}, 'B']
Gmaj ['A', 0.38, {'A', 'G', 'B'}, 'A']
Gmaj ['B', 0.41, {'A', 'D', 'B'}, 'B']
Gmaj ['B', 0.33, {'A', 'D', 'B'}, 'B']
Gmaj ['B', 0.39, {'A', 'D', 'B'}, 'B']
Gmaj ['A', 0.45, {'A', 'G', 'C'}, 'A']
Gmaj ['A', 0.6, {'A', 'G', 'B'}, 'A']
Gmaj ['B', 0.65, {'A', 'G', 'B'}, 'B']
Gmaj ['A', 0.64, {'A', 'B', 'C'}, 'A']
Gmaj ['A', 0.54, {'A', 'G', 'C'}, 'A']
Gmaj ['Gmaj', 0.52, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.47, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.4, {'G', 'D', 'B'}, 'B']
Gmaj ['G', 0.48, {'A', 'G', 'B'}, 'G']
Gmaj ['Gmaj', 0.37, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.24, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.24, {'G', 'D', 'B'}, 'B']
Gmaj ['G', 0.28, {'A', 'G', 'B'}, 'G']
Gmaj ['Gmaj', 0.2, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.15, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.15, {'G', 'D', 'B'}, 'B']
Gmaj ['G', 0.32, {'G', 'B', 'C'}, 'G']
Gmaj ['Gmaj', 0.52, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.42, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.29, {'G', 'D', 'B'}, 'B']
Gmaj ['G', 0.45, {'A', 'G', 'B'}, 'G']
Gmaj ['Gmaj', 0.38, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.27, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.23, {'G', 'D', 'B'}, 'B']
Gmaj ['G', 0.37, {'G', 'B', 'C'}, 'G']
Gmaj ['Gmaj', 0.41, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.3, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.22, {'G', 'D', 'B'}, 'B']
Gmaj ['G', 0.27, {'G', 'B', 'C'}, 'G']
Gmaj ['Gmaj', 0.86, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.69, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.55, {'G', 'D', 'B'}, 'B']
Gmaj ['G', 0.32, {'G', 'B', 'C'}, 'G']
Gmaj ['B', 0.72, {'A', 'G', 'B'}, 'B']
Gmaj ['Gmaj', 0.42, {'G', 'D', 'B'}, 'B']
Gmaj ['B', 0.61, {'A', 'D', 'B'}, 'B']
Gmaj ['A', 0.63, {'A', 'G', 'C'}, 'A']
Gmaj ['Gmaj', 0.47, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.32, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.27, {'G', 'D', 'B'}, 'B']
Gmaj ['Csus2', 0.37, {'G', 'D', 'C'}, 'D']
Gmaj ['Gmaj', 0.4, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.32, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.25, {'G', 'D', 'B'}, 'B']
Gmaj ['G', 0.29, {'A', 'G', 'B'}, 'G']
Gmaj ['Gmaj', 0.48, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.42, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.28, {'G', 'D', 'B'}, 'B']
Gmaj ['G', 0.4, {'A', 'G', 'B'}, 'G']
Gmaj ['Gmaj', 0.45, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.32, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.25, {'G', 'D', 'B'}, 'B']
Gmaj ['G', 0.25, {'A', 'G', 'B'}, 'G']
Gmaj ['Gmaj', 0.56, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.53, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.35, {'G', 'D', 'B'}, 'B']
Gmaj ['G', 0.24, {'G', 'B', 'C'}, 'G']
Gmaj ['Gmaj', 0.5, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.4, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.27, {'G', 'D', 'B'}, 'B']
Gmaj ['G', 0.23, {'G', 'B', 'C'}, 'G']
Gmaj ['B', 0.59, {'A', 'G', 'B'}, 'B']
Gmaj ['B', 0.39, {'A', 'D', 'B'}, 'B']
Gmaj ['B', 0.6, {'A', 'D', 'B'}, 'B']
Gmaj ['A', 0.66, {'A', 'G', 'C'}, 'A']
Gmaj ['B', 0.69, {'A', 'D', 'B'}, 'B']
Gmaj ['B', 0.41, {'A', 'D', 'B'}, 'B']
Gmaj ['B', 0.57, {'A', 'D', 'B'}, 'B']
Gmaj ['A', 0.53, {'A', 'G', 'C'}, 'A']
Gmaj ['Gmaj', 0.58, {'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.92, {'G', 'D', 'B'}, '']
Gmaj ['Gmaj', 0.9, {'G', 'D', 'B'}, 'D']
Gmaj ['G', 0.38, {'Gb', 'G', 'B'}, 'G']
Gmaj ['Gmaj', 0.48, {'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.88, {'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.91, {'G', 'D', 'B'}, 'G']
Gmaj ['G', 0.31, {'Gb', 'G', 'B'}, 'G']
Gmaj ['Gmaj', 0.65, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.57, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.56, {'G', 'D', 'B'}, 'B']
Gmaj ['G', 0.47, {'G', 'B', 'C'}, 'G']
Gmaj ['B', 0.72, {'A', 'G', 'B'}, 'B']
Gmaj ['Gmaj', 0.47, {'G', 'D', 'B'}, 'B']
Gmaj ['B', 0.51, {'A', 'D', 'B'}, 'B']
Gmaj ['G', 0.67, {'A', 'G', 'C'}, 'G']
Gmaj ['Gmaj', 0.54, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.37, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.42, {'G', 'D', 'B'}, 'B']
Gmaj ['G', 0.29, {'Gb', 'A', 'G', 'B'}, 'G']
Gmaj ['B', 0.65, {'Gb', 'A', 'B'}, 'B']
Gmaj ['B', 0.56, {'A', 'B', 'Ab'}, 'B']
Gmaj ['B', 0.61, {'A', 'B', 'Ab'}, 'B']
Gmaj ['Fmaj', 0.52, {'A', 'F', 'C'}, 'A']
Gmaj ['Gmaj', 0.4, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.16, {'G', 'D', 'B'}, 'D']
Gmaj ['Gmaj', 0.68, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.76, {'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.51, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.68, {'G', 'D', 'B'}, 'D']
Gmaj ['Gmaj', 0.63, {'G', 'D', 'B'}, 'G']
Gmaj ['G', 0.33, {'Gb', 'G', 'Ab'}, 'G']
Gmaj ['Gmaj', 0.57, {'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.25, {'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.3, {'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.16, {'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.28, {'G', 'D', 'B'}, 'D']
Gmaj ['Gmaj', 0.43, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.39, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.7, {'G', 'D', 'B'}, 'D']
Gmaj ['Dsus4', 0.89, {'A', 'G', 'D'}, '']
Gmaj ['Dsus4', 0.41, {'A', 'G', 'D'}, 'G']
Gmaj ['Dsus4', 0.61, {'A', 'G', 'D'}, 'G']
Gmaj ['Dsus4', 0.74, {'A', 'G', 'D'}, 'G']
Gmaj ['Gmaj', 0.69, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.7, {'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.57, {'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.54, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.35, {'G', 'D', 'B'}, 'D']
Gmaj ['Gmaj', 0.44, {'G', 'D', 'B'}, 'D']
Gmaj ['Gmaj', 0.46, {'G', 'D', 'B'}, 'D']
Gmaj ['Gmaj', 0.62, {'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.72, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.73, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.55, {'G', 'D', 'B'}, 'B']
Gmaj ['B', 0.3, {'G', 'B', 'Ab'}, 'B']
Gmaj ['Ebaug', 0.32, {'D', 'G', 'Eb', 'B'}, 'G']
Gmaj ['G', 0.71, {'F', 'G', 'B'}, 'G']
Gmaj ['G', 0.77, {'F', 'G', 'B'}, 'G']
Gmaj ['G', 0.39, {'F', 'G', 'B'}, 'G']
Gmaj ['Dsus4', 0.15, {'A', 'G', 'D'}, 'D']
Gmaj ['G', 0.37, {'Gb', 'G', 'D'}, 'G']
Gmaj ['G', 0.46, {'Gb', 'G', 'D'}, 'G']
Gmaj ['Dsus4', 0.19, {'A', 'G', 'D'}, 'D']
Gmaj ['Gmaj', 0.18, {'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.16, {'G', 'D', 'B'}, 'D']
Gmaj ['Gmaj', 0.16, {'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.28, {'G', 'D', 'B'}, 'G']
Gmaj ['Dsus4', 0.15, {'A', 'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.15, {'G', 'D', 'B'}, 'G']
Gmaj ['Dsus4', 0.14, {'A', 'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.15, {'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.51, {'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.37, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.26, {'G', 'D', 'B'}, 'G']
Gmaj ['Dsus4', 0.11, {'A', 'G', 'D'}, 'G']
Gmaj ['Gmaj', 0.28, {'G', 'D', 'B'}, 'B']
Gmaj ['B', 0.27, {'A', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.5, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.39, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.65, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.65, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.5, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.41, {'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.77, {'G', 'D', 'B'}, '']
Gmaj ['Gmaj', 0.59, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.45, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.69, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.19, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.09, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.42, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.1, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.51, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.81, {'G', 'D', 'B'}, 'B']
Gmaj ['Gmaj', 0.77, {'G', 'D', 'B'}, 'B']
Gmaj ['B', 0.32, {'Gb', 'G', 'B'}, 'B']
Gmaj ['Gmaj', 0.3, {'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.94, {'G', 'D', 'B'}, 'D']
Gmaj ['Gmaj', 0.55, {'G', 'D', 'B'}, 'G']
Gmaj ['Gmaj', 0.61, {'G', 'D', 'B'}, 'D']

Completed
Total chords checked: 1760
Correct: 1053, Incorrect: 707
Incorrect, but correct root prediction: 238
Incorrect, but correct strong note prediction: 275
